OID,Shape_Leng,Shape_Area,OID_1
-1,799.999999992549420,39999.999999254942000,148
-1,800.000000037252900,40000.000003725290000,149
-1,799.999999955296520,39999.999995529652000,150
-1,799.999999985098840,39999.999998509884000,151
-1,799.999999955296520,39999.999995529652000,152
-1,799.999999985098840,39999.999998509884000,153
-1,799.999999985098840,39999.999998509884000,154
-1,799.999999985098840,39999.999998509884000,155
-1,800.000000000000000,40000.000000000000000,156
-1,799.999999970197680,39999.999997019768000,157
-1,800.000000014901160,40000.000001490116000,158
-1,799.999999955296520,39999.999995529652000,159
-1,799.999999985098840,39999.999998509884000,160
-1,800.000000000000000,40000.000000000000000,161
-1,799.999999970197680,39999.999997019768000,162
-1,800.000000014901160,40000.000001490116000,163
-1,799.999999955296520,39999.999995529652000,164
-1,799.999999985098840,39999.999998509884000,165
-1,800.000000000000000,40000.000000000000000,166
-1,799.999999970197680,39999.999997019768000,167
-1,800.000000014901160,40000.000001490116000,168
-1,800.000000007450580,40000.000000745058000,169
-1,800.000000022351740,40000.000002235174000,170
-1,799.999999977648260,39999.999997764826000,171
-1,800.000000007450580,40000.000000745058000,172
-1,800.000000007450580,40000.000000745058000,173
-1,800.000000007450580,40000.000000745058000,174
-1,800.000000022351740,40000.000002235174000,175
-1,799.999999992549420,39999.999999254942000,176
-1,800.000000037252900,40000.000003725290000,177
-1,799.999999977648260,39999.999997764826000,178
-1,800.000000007450580,40000.000000745058000,179
-1,800.000000022351740,40000.000002235174000,180
-1,799.999999992549420,39999.999999254942000,181
-1,800.000000037252900,40000.000003725290000,182
-1,799.999999977648260,39999.999997764826000,183
-1,800.000000007450580,40000.000000745058000,184
-1,800.000000022351740,40000.000002235174000,185
-1,799.999999992549420,39999.999999254942000,186
-1,800.000000007450580,40000.000000745058000,187
-1,799.999999977648260,39999.999997764826000,188
-1,799.999999992549420,39999.999999254942000,189
-1,799.999999992549420,39999.999999254942000,190
-1,799.999999992549420,39999.999999254942000,191
-1,800.000000007450580,40000.000000745058000,192
-1,799.999999977648260,39999.999997764826000,193
-1,800.000000022351740,40000.000002235174000,194
-1,799.999999962747100,39999.999996274710000,195
-1,799.999999992549420,39999.999999254942000,196
-1,800.000000007450580,40000.000000745058000,197
-1,799.999999977648260,39999.999997764826000,198
-1,800.000000022351740,40000.000002235174000,199
-1,799.999999962747100,39999.999996274710000,200
-1,799.999999992549420,39999.999999254942000,201
-1,800.000000007450580,40000.000000745058000,202
-1,799.999999977648260,39999.999997764826000,203
-1,799.999999992549420,39999.999999254942000,204
-1,800.000000037252900,40000.000003725290000,205
-1,800.000000007450580,40000.000000745058000,206
-1,800.000000022351740,40000.000002235174000,207
-1,799.999999992549420,39999.999999254942000,208
-1,800.000000037252900,40000.000003725290000,209
-1,799.999999977648260,39999.999997764826000,210
-1,800.000000007450580,40000.000000745058000,211
-1,800.000000022351740,40000.000002235174000,212
-1,799.999999992549420,39999.999999254942000,213
-1,800.000000037252900,40000.000003725290000,214
-1,799.999999977648260,39999.999997764826000,215
-1,800.000000007450580,40000.000000745058000,216
-1,800.000000022351740,40000.000002235174000,217
-1,799.999999992549420,39999.999999254942000,218
-1,799.999999992549420,39999.999999254942000,219
-1,800.000000037252900,40000.000003725290000,220
-1,799.999999977648260,39999.999997764826000,221
-1,800.000000022351740,40000.000002235174000,222
-1,799.999999992549420,39999.999999254942000,223
-1,800.000000037252900,40000.000003725290000,224
-1,799.999999977648260,39999.999997764826000,225
-1,800.000000007450580,40000.000000745058000,226
-1,800.000000022351740,40000.000002235174000,227
-1,799.999999992549420,39999.999999254942000,228
-1,800.000000037252900,40000.000003725290000,229
-1,799.999999977648260,39999.999997764826000,230
-1,800.000000007450580,40000.000000745058000,231
-1,800.000000022351740,40000.000002235174000,232
-1,799.999999992549420,39999.999999254942000,233
-1,799.999999970197680,39999.999997019768000,234
-1,799.999999955296520,39999.999995529652000,235
-1,799.999999985098840,39999.999998509884000,236
-1,799.999999985098840,39999.999998509884000,237
-1,799.999999985098840,39999.999998509884000,238
-1,800.000000000000000,40000.000000000000000,239
-1,799.999999970197680,39999.999997019768000,240
-1,800.000000014901160,40000.000001490116000,241
-1,799.999999955296520,39999.999995529652000,242
-1,799.999999985098840,39999.999998509884000,243
-1,800.000000000000000,40000.000000000000000,244
-1,799.999999970197680,39999.999997019768000,245
-1,800.000000014901160,40000.000001490116000,246
-1,799.999999955296520,39999.999995529652000,247
-1,799.999999985098840,39999.999998509884000,248
-1,800.000000000000000,40000.000000000000000,249
-1,799.999999970197680,39999.999997019768000,250
-1,799.999999992549420,39999.999999254942000,251
-1,800.000000037252900,40000.000003725290000,252
-1,799.999999977648260,39999.999997764826000,253
-1,800.000000007450580,40000.000000745058000,254
-1,800.000000022351740,40000.000002235174000,255
-1,799.999999992549420,39999.999999254942000,256
-1,800.000000037252900,40000.000003725290000,257
-1,799.999999977648260,39999.999997764826000,258
-1,800.000000007450580,40000.000000745058000,259
-1,800.000000007450580,40000.000000745058000,260
-1,799.999999992549420,39999.999999254942000,261
-1,800.000000037252900,40000.000003725290000,262
-1,799.999999977648260,39999.999997764826000,263
-1,800.000000007450580,40000.000000745058000,264
-1,800.000000022351740,40000.000002235174000,265
-1,799.999999992549420,39999.999999254942000,266
-1,800.000000037252900,40000.000003725290000,267
-1,799.999999977648260,39999.999997764826000,268
-1,800.000000007450580,40000.000000745058000,269
-1,800.000000022351740,40000.000002235174000,270
-1,799.999999992549420,39999.999999254942000,271
-1,800.000000007450580,40000.000000745058000,272
-1,800.000000022351740,40000.000002235174000,273
-1,799.999999962747100,39999.999996274710000,274
-1,799.999999992549420,39999.999999254942000,275
-1,800.000000022351740,40000.000002235174000,276
-1,799.999999962747100,39999.999996274710000,277
-1,799.999999977648260,39999.999997764826000,278
-1,800.000000022351740,40000.000002235174000,279
-1,799.999999962747100,39999.999996274710000,280
-1,799.999999992549420,39999.999999254942000,281
-1,800.000000007450580,40000.000000745058000,282
-1,799.999999977648260,39999.999997764826000,283
-1,800.000000022351740,40000.000002235174000,284
-1,799.999999962747100,39999.999996274710000,285
-1,799.999999992549420,39999.999999254942000,286
-1,800.000000007450580,40000.000000745058000,287
-1,799.999999977648260,39999.999997764826000,288
-1,800.000000022351740,40000.000002235174000,289
-1,799.999999977648260,39999.999997764826000,290
-1,800.000000007450580,40000.000000745058000,291
-1,799.999999992549420,39999.999999254942000,292
-1,799.999999977648260,39999.999997764826000,293
-1,800.000000007450580,40000.000000745058000,294
-1,800.000000007450580,40000.000000745058000,295
-1,799.999999992549420,39999.999999254942000,296
-1,800.000000037252900,40000.000003725290000,297
-1,799.999999977648260,39999.999997764826000,298
-1,800.000000007450580,40000.000000745058000,299
-1,800.000000022351740,40000.000002235174000,300
-1,799.999999992549420,39999.999999254942000,301
-1,800.000000037252900,40000.000003725290000,302
-1,799.999999977648260,39999.999997764826000,303
-1,800.000000007450580,40000.000000745058000,304
-1,800.000000022351740,40000.000002235174000,305
-1,799.999999992549420,39999.999999254942000,306
-1,800.000000037252900,40000.000003725290000,307
-1,799.999999992549420,39999.999999254942000,308
-1,800.000000007450580,40000.000000745058000,309
-1,799.999999977648260,39999.999997764826000,310
-1,800.000000022351740,40000.000002235174000,311
-1,799.999999962747100,39999.999996274710000,312
-1,799.999999992549420,39999.999999254942000,313
-1,800.000000007450580,40000.000000745058000,314
-1,799.999999977648260,39999.999997764826000,315
-1,800.000000022351740,40000.000002235174000,316
-1,800.000000022351740,40000.000002235174000,317
-1,799.999999992549420,39999.999999254942000,318
-1,800.000000037252900,40000.000003725290000,319
-1,799.999999977648260,39999.999997764826000,320
-1,800.000000007450580,40000.000000745058000,321
-1,800.000000022351740,40000.000002235174000,322
-1,799.999999992549420,39999.999999254942000,323
-1,800.000000037252900,40000.000003725290000,324
-1,800.000000022351740,40000.000002235174000,325
-1,799.999999977648260,39999.999997764826000,326
-1,800.000000007450580,40000.000000745058000,327
-1,800.000000022351740,40000.000002235174000,328
-1,799.999999992549420,39999.999999254942000,329
-1,800.000000037252900,40000.000003725290000,330
